Universidad;Tipo Titulacion;Facultad;titulacion;Título;Autor;Año;URL;Archivo Abstract;Palabras Clave;Idioma Abstract;Categoria
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Cuidados paliativos en la infancia y la adolescencia;Cañal Lora, Cristina;2016;https://repositorio.uam.es/handle/10486/674263;abstracts_uam_TFG\Cuidados_paliativos_en_la_infa_2016_5622137.txt;"Cuidados paliativos; Infancia; Adolescencia; Equipo multidisciplinar; Duelo parental; Enfermería paliativa; Asistencia en el domicilio; Palliative cares; Childhood; Adolescence; Multidisciplinary team; Parental grief; Palliative nursing; Assitance at home";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Barreras de los profesionales de enfermería para el uso del lenguaje NANDA;García González, Elena;2017;https://repositorio.uam.es/handle/10486/680298;abstracts_uam_TFG\Barreras_de_los_profesionales__2017_44154986.txt;"Lenguaje enfermero estandarizado; Diagnóstico de enfermería; Enfermeros; Actitud del personal de salud; Standardized nursing terminology; Nursing diagnosis; Nurses; Attitude of health personnel";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Revisión narrativa: Intervención y formación enfermera en el seguimiento de la lactancia materna durante el puerperio tardío;López Iglesias, Soledad;2017;https://repositorio.uam.es/handle/10486/680290;abstracts_uam_TFG\Revisi_n_narrativa__Intervenci_2017_79771183.txt;"Lactancia materna; Puerperio; Seguimiento; Educación continua; Breastfeeding; Puerperium; Support; Continuing education";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Cuidados enfermeros ante la aparición de la patología dual: esquizofrenia-adicción a anfetaminas/cocaína;Gil Moreno, Irene;2017;https://repositorio.uam.es/handle/10486/680626;abstracts_uam_TFG\Cuidados_enfermeros_ante_la_ap_2017_84867395.txt;"Patología dual; Esquizofrenia; Anfetaminas; Cocaína; Atención de enfermería; Dual diagnosis; Schizophrenia; Amphetamines; Cocaine; Nursing care";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;El veganismo durante la gestación. Consecuencias y prevención;Cayuela izquierdo, Lucía;2017;https://repositorio.uam.es/handle/10486/680412;abstracts_uam_TFG\El_veganismo_durante_la_gestac_2017_88014909.txt;"Cuidados gestacionales; Gestación; Nutrición; Dieta vegana; Pregnancy care; Pregnancy; Nutrition; Vegan diet";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Enfermedad celiaca y depresión: una mirada más allá de la dieta.;Bachiller de la Cruz, Yolanda;2017;https://repositorio.uam.es/handle/10486/680415;abstracts_uam_TFG\Enfermedad_celiaca_y_depresi_n_2017_57419984.txt;"Enfermedad Celiaca; Celiaquía; Glútenes; Depresión; Atención de Enfermería; Celiac Disease; Glutens; Depression; Depresive disorder; Mental disorders; Nursing education";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Atención a las personas en situación de drogadicción en los centros penitenciarios españoles;Aranda Portillo, Ana;2017;https://repositorio.uam.es/handle/10486/680315;abstracts_uam_TFG\Atenci_n_a_las_personas_en_sit_2017_72095008.txt;"Prisiones; Drogodependencia; Consumidores de drogas; Droga; Cuidados; Prisons; Substance-Related Disorders; Drug Users; Drug; Care";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Las posiciones maternas durante el parto: una visión diferente desde la enfermería;Jiménez Sánchez, Celia;2017;https://repositorio.uam.es/handle/10486/680296;abstracts_uam_TFG\Las_posiciones_maternas_durant_2017_3208766.txt;"Parto; Posiciones en el parto; Primera etapa del parto; Segunda etapa del parto; Trabajo de parto; Dilatación; Expulsivo; Childbirth; Posture; labor stage, first; Labor stage, second; Childbirth; Labor, obstetric; Delivery, obstetric";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Manejo asistencial inicial del paciente politraumatizado con sospecha de lesión medular cervical aguda;Fernández Silberia, Gemma;2017;https://repositorio.uam.es/handle/10486/680313;abstracts_uam_TFG\Manejo_asistencial_inicial_del_2017_92260285.txt;"Politraumatizado; Lesión medular aguda; Inmovilización cervical; Manejo prehospitalario; Enfermería extrahospitalaria; Emergencias; Urgencias; Multiple trauma; Spinal cord injury; Prehospital management; Prehospital  nursing; Emergency medical services; Urgency";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Proceso de afrontamiento que hacen las mujeres tras una masectomización a través de los tatuajes;García Marcos, Patricia;2017;https://repositorio.uam.es/handle/10486/680295;abstracts_uam_TFG\Proceso_de_afrontamiento_que_h_2017_18284601.txt;"Cáncer de mama; Tatuaje; Mastectomía; Afrontamiento; Cuerpo; Breast cancer; Tattoo; Mastectomy; Coping; Body";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Equipos de soporte de atención domiciliaria: relación terapéutica de la enfermera con la familia;Díaz Paulete, Alba;2016;https://repositorio.uam.es/handle/10486/674832;abstracts_uam_TFG\Equipos_de_soporte_de_atenci_n_2016_43137080.txt;"Cuidados enfermeros; Cuidados paliativos; Cuidados en domicilio; Relaciones profesional-familia; Nursing care; Palliative care; Home care; Professional-family relations";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Síndrome de apnea-hipoapnea del sueño y riesgo cardiovascular;Albarrán Fernández, Almudena;2017;https://repositorio.uam.es/handle/10486/680316;abstracts_uam_TFG\S_ndrome_de_apnea-hipoapnea_de_2017_89934660.txt;"Síndrome apnea hipoapnea del sueño; Riesgo cardiovascular; Calidad de vida; Dispositivo de presión positiva continua; Somnolencia; Sleep Apnea Hypoapnea Syndrome; Cardiovascular risk; Quality of life; Continuous positive airway pressure; Drowsiness";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Estrategias de enfermería que favorecen la adaptación familiar a la hospitalización del niño con leucemia infantil;Aguado Castillo, Fátima;2017;https://repositorio.uam.es/handle/10486/680423;abstracts_uam_TFG\Estrategias_de_enfermer_a_que__2017_49722645.txt;"Leucemia infantil; Enfermería oncológica; Cuidado centrado en la familia; Comunicación; Apoyo emocional; Childhood leukemia; Cancer oncology; Family centered care; Communication; Emotional support";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Impacto psicosocial de la mastectomía en pacientes operadas de cáncer de mama:  Abordaje enfermero;Loma Martínez, Paula;2016;https://repositorio.uam.es/handle/10486/674637;abstracts_uam_TFG\Impacto_psicosocial_de_la_mast_2016_47475933.txt;"Mastectomía; Cáncer de mama; Ansiedad; Imagen corporal; Sexualidad; Mastectomy; Breast cancer; Anxiety; Body image; Sexuality";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Detección del maltrato al anciano no institucionalizado;Galeano Moreno, Laura;2016;https://repositorio.uam.es/handle/10486/676253;abstracts_uam_TFG\Detecci_n_del_maltrato_al_anci_2016_55040321.txt;"Maltrato al anciano; Atención primaria; Elder abuse; Primary health care";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Evaluación del autocuidado en pacientes con enfermedad renal crónica;Pérez Municio, Marta;2018;https://repositorio.uam.es/handle/10486/685138;abstracts_uam_TFG\Evaluaci_n_del_autocuidado_en__2018_45148703.txt;"Enfermedad renal crónica; Autocuidado; Valoración; Calidad de vida; Chronic kidney disease; Self-care; Assessment; Quality of life";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Eficacia de una intervención formativa en técnicas de autocontrol en los servicios de urgencias pediátricas;Sabín Pámpanas, María;2018;https://repositorio.uam.es/handle/10486/685024;abstracts_uam_TFG\Eficacia_de_una_intervenci_n_f_2018_97652193.txt;"Enfermería pediátrica; Servicio de urgencia en hospital; Niño; Adolescente; Familia; Competencia clínica; Inteligencia emocional; Autocontrol; Educación continua en enfermería.; Nursing; Pediatric Nursing; Emergency Service; Hospital; Child; Adolescent; Family; Clinical Competence; Emotional Intelligence; Self-control; Education Nursing Continuing";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Salud cardiovascular, estrés y alimentación;Sánchez Guardiola, Gloria;2018;https://repositorio.uam.es/handle/10486/685030;abstracts_uam_TFG\Salud_cardiovascular__estr_s_y_2018_39886211.txt;"Enfermedad cardiovascular; Estrés psicológico; Alimentación; Atención plena; Ejercicio; Cardiovascular disease; Psychological stress; Feeding; Mindfulness; Exercise";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Detección precoz y actuación enfermera ante el acoso escolar: taller formativo;Mateos del Barco, Rocío;2018;https://repositorio.uam.es/handle/10486/684915;abstracts_uam_TFG\Detecci_n_precoz_y_actuaci_n_e_2018_77344827.txt;"Enfermería escolar; Acoso escolar; Adolescente; Niño; Formación enfermera; School nurse; Bullying; Adolescent; Child; Nurse education";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Revisión narrativa sobre el uso de videojuegos como método no farmacológico para el dolor.;Rojas Llanos, Katterine;2018;https://repositorio.uam.es/handle/10486/685152;abstracts_uam_TFG\Revisi_n_narrativa_sobre_el_us_2018_30384292.txt;"Dolor; Manejo del dolor; Videojuegos; Revisión narrativa; Pain; Pain Management; Video games; Narrative review";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Las nuevas tecnologías como herramienta para potenciar el autocuidado;Romero Alegre, Alba;2018;https://repositorio.uam.es/handle/10486/685155;abstracts_uam_TFG\Las_nuevas_tecnolog_as_como_he_2018_20575527.txt;"Telemedicina; Autocuidado; Automanejo; Enfermedad crónica; Telemedicine; Self-care; Self-management; Chronic disease";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Embarazo y deporte, ¿pueden coexistir?;Muñoz Mejías, Marina;2018;https://repositorio.uam.es/handle/10486/685028;abstracts_uam_TFG\Embarazo_y_deporte___pueden_co_2018_17957616.txt;"Pregnancy; Physical activity; Recommendations; Exercise; Fetus; Fetus Development; Effects; Embarazo; Deporte; Contraindicaciones; Influencia; Recién nacido";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Esto va para ti,crack;Domínguez Aragoneses, Álvaro;2018;https://repositorio.uam.es/handle/10486/684723;abstracts_uam_TFG\Esto_va_para_ti_crack_2018_7815787.txt;"Educación para la salud; Adolescentes; Drogas; Salud escolar; Health education; Teenagers; Drugs; School health";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Intervenciones enfermeras dirigidas a la prevención cardiovascular en atención primaria;Cruz Ortiz, Julia de la;2018;https://repositorio.uam.es/handle/10486/684709;abstracts_uam_TFG\Intervenciones_enfermeras_diri_2018_49472715.txt;"Enfermería comunitaria; Atención primaria; Enfermedad cardiovascular; Prevención primaria; Intervenciones enfermeras; Investigación en evaluación de enfermería; Nursing; Community Nursing; Primary Care; Cardiovascular Disease; Primary Prevention; Nursing Interventions; Nursing Evaluation Research";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Intervenciones enfermeras para el manejo del estrés en padres de niños prematuros en UCIN;Pérez Fernández, María;2016;https://repositorio.uam.es/handle/10486/675112;abstracts_uam_TFG\Intervenciones_enfermeras_para_2016_57672085.txt;"Estrés; Padres; Prematuro; Unidad de cuidados intensivos neonatales; Intervención; Stress; Parents; Preterm; Neonatal intensive care; Intervention";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Proyecto de educación para la salud para el manejo de la diabetes mellitus I en la adolescencia;Martín Lebón, Claudia;2016;https://repositorio.uam.es/handle/10486/674939;abstracts_uam_TFG\Proyecto_de_educaci_n_para_la__2016_44079495.txt;"Diabetes mellitus I; Adolescencia; Insulinodependiente";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Capacitar a los estudiantes de enfermería en el counselling y la comunicación en cuidados paliativos;Corpas Marfil, Lidia;2016;https://repositorio.uam.es/handle/10486/674648;abstracts_uam_TFG\Capacitar_a_los_estudiantes_de_2016_87392414.txt;"Comunicación; Counselling; Cuidados paliativos; Muerte; Estudiantes de enfermería; Educación para la salud; Afrontamiento; Empatía; Escucha activa; Communication; Palliative care; Death; Nursing students; Education for health; Coping; Empathy; Active listening";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Ritmos electrocardiográficos compatibles con la parada cardíaca: Intervención enfermera;García Camarero, Esther María;2016;https://repositorio.uam.es/handle/10486/674839;abstracts_uam_TFG\Ritmos_electrocardiogr_ficos_c_2016_3060492.txt;"Paro Cardíaco; Resucitación Cardiopulmonar; Electrocardiografía; Manejo de atención al paciente; Heart arrest; Cardiopulmonary resuscitation; Electrocardiography; Patient care management";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Efectividad de un programa de Mindfulness en familiares de pacientes diagnosticados con enfermedad de Alzheimer;Ortega Rujas, María Henar;2016;https://repositorio.uam.es/handle/10486/675039;abstracts_uam_TFG\Efectividad_de_un_programa_de__2016_34199002.txt;"Enfermedad de Alzheimer; Cuidador familiar; Intervenciones enfermeras; Mindfulness; Alzheimer’s disease; Family caregiver; Nursing interventions";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Una mariposa diferente. Cuidados al niño con epidermólisis bullosa;Perez Cruz, Sara;2016;https://repositorio.uam.es/handle/10486/675312;abstracts_uam_TFG\Una_mariposa_diferente__Cuidad_2016_63630199.txt;"Epidermólisis bullosa; Cuidados; Educación para la salud; Epidermolysis bullosa; Care; Health education";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Beneficios de la práctica del judo en niños con TDAH;Rodríguez Martín, Cristina;2018;https://repositorio.uam.es/handle/10486/685151;abstracts_uam_TFG\Beneficios_de_la_pr_ctica_del__2018_17663995.txt;"TDAH; Artes marciales; Terapia; Ciencias de la nutrición y el deporte; Judo; ADHD; Martial Arts; Therapy; Sports nutritional sciences; Judo";spa;Enfermería
Universidad Autónoma de Madrid;TFG;Facultad de Medicina;Grado de Enfermería;Trastornos de la conducta alimentaria en adolescentes: etiología y actuación enfermera;Sánchez García, Almudena;2019;https://repositorio.uam.es/handle/10486/687947;abstracts_uam_TFG\Trastornos_de_la_conducta_alim_2019_26558148.txt;"Trastornos de la conducta alimentaria; Adolescentes; Familia; Atención enfermera; Prevención; Eating disorders; Adolescents; Family; Nurse care; Prevention";spa;Enfermería
